"protein","peptide","logFC"
"NKD2","NKD2_S176",-3.61080964333333
"MTFR1L","MTFR1L_S41",5.00021934666667
"MAP4","MAP4_T571",-2.75315793
"GPRC5C","GPRC5C_S431",4.01739152333333
"SLC12A2","SLC12A2_T21",5.6696256
"PAICS","PAICS_S27",-3.70181274333333
"FLNA","FLNA_S1084",-2.51747894666666
"RAB3GAP1","RAB3GAP1_T536",3.09976451
"RASAL2","RASAL2_T620",-2.87908554333334
"DSP","DSP_T2524",2.74067592333333
"RAB3GAP1","RAB3GAP1_S537",3.09825579
"RIPK2","RIPK2_S531",3.24240175666667
"MTA1","MTA1_S562",-3.05482515
"PPM1H","PPM1H_S223",-3.50216515333334
"UBAP2L","UBAP2L_S859",5.75372251
"ESS2","ESS2_S292",-2.73930263333333
"NOP2","NOP2_S786",-3.11054929333334
"PRRC2A","PRRC2A_T782",-3.69870058333333
"MTA1","MTA1_S561",-3.08287652333334
"NCL","NCL_T76",-4.20462036
"STIM1","STIM1_S575",-3.22160148666667
"NOP2","NOP2_T784",-3.08990096666667
"BAG6","BAG6_S1084",2.85371113
"ABI2","ABI2_S216",-3.73766962666667
"SNX27","SNX27_S51",4.86782900333334
"TBC1D4","TBC1D4_S344",-3.48821608333333
"NCOA7","NCOA7_T134",-3.28904151666666
"PRR11","PRR11_S40",-3.19436645333333
"PTPN21","PTPN21_S658",-2.81831646333333
"PBK","PBK_S59",-3.44251601
"LRRFIP1","LRRFIP1_S16",-4.73958174333334
"TBC1D4","TBC1D4_S341",-3.51350943333333
"GORASP2","GORASP2_S408",3.85243733333333
"PKP4","PKP4_S1099",-3.38027684
"DHCR7","DHCR7_S14",4.93264452333334
"COPG1","COPG1_T594",-2.85889943
"OXR1","OXR1_T389",-4.19959163666667
"HNRNPM","HNRNPM_S481",3.82901573
"TMEM131","TMEM131_S1863",-3.16829109
"XYLB","XYLB_S354",3.24108759666667
"TMEM192","TMEM192_S229",4.75048001333333
"TMEM192","TMEM192_S230",4.75020917
"LYSMD1","LYSMD1_S26",2.39853222666667
"COG1","COG1_T6",-2.66643460333333
"DHX9","DHX9_S321",2.79675833666667
"DYNC1LI2","DYNC1LI2_S407",-3.03994751
"DYNC1LI2","DYNC1LI2_S406",-3.02979278666666
"ALDH3A2","ALDH3A2_S293",4.58556843
"CGN","CGN_S89",2.53169822666667
"WASHC2C","WASHC2C_S498",-2.70664851333334
"DYNC1LI2","DYNC1LI2_T410",-3.02514267
"CCDC102A","CCDC102A_S12",-3.140872
"AMPD2","AMPD2_S190",3.76027171
"MTDH","MTDH_S298",2.93097877
"EXOC4","EXOC4_T233",-2.97517649333333
"KIAA1522","KIAA1522_S612",-2.40539423666667
"JPT2","JPT2_S97",-3.22963841666667
"TRIM25","TRIM25_T91",-3.39874998666667
"ATXN2L","ATXN2L_S430",-2.29167811333333
"RAD18","RAD18_S471",-2.26207065333333
"RPS8","RPS8_T130",3.37944920333333
"GORASP2","GORASP2_S409",3.89196396
"HS1BP3","HS1BP3_S259",2.65113894333333
"CNP","CNP_S170",2.79947853
"WASL","WASL_Y256",-2.95090802666667
"KLRG2","KLRG2_S204",-3.28389294666667
"SPTBN1","SPTBN1_S2184",4.77998193
"PKP4","PKP4_Y1098",-3.33125527833334
"OSBPL5","OSBPL5_S747",-3.10703468333334
"SCAF11","SCAF11_S535",2.70224094333333
"RECQL5","RECQL5_T839",-2.42126083333333
"DCAF1","DCAF1_T706",-2.54381847333334
"SCAF11","SCAF11_S533",2.7040685
"NCDN","NCDN_S2",2.73958333333333
"BAD","BAD_S99",2.69209925333333
"GPRIN1","GPRIN1_S799",2.72043037333333
"DCAF1","DCAF1_S704",-2.55661042333333
"SLC12A2","SLC12A2_S77",3.68480364666667
"AHNAK","AHNAK_S256",4.57694165000001
"MREG","MREG_S213",-3.58864847666667
"CAMKK2","CAMKK2_S511",2.84632873333333
"EFHD2","EFHD2_S74",-3.22657839333334
"BAHD1","BAHD1_S184",-2.92699750333333
"ZDHHC23","ZDHHC23_S204",3.54993692666667
"MB21D2","MB21D2_S433",3.71432177333333
"ELAVL1","ELAVL1_Y200",-2.95255057
"BCLAF3","BCLAF3_S402",-2.84765434333333
"KIF20A","KIF20A_S534",-3.779383975
"DHX38","DHX38_T117",-3.24505170333333
"VCP","VCP_S748",3.35726388333334
"SPAG9","SPAG9_T595",2.26452764
"OCIAD1","OCIAD1_S108",-2.54301643333333
"FAM126B","FAM126B_S442",3.569417
"PHF3","PHF3_S1642",-2.47820409
"NDE1","NDE1_S282",-2.58085346333333
"ATXN2L","ATXN2L_S424",-2.33119646666667
"DDX20","DDX20_S268",2.72118790666667
"CLIP1","CLIP1_S180",-3.21709140500001
"CDCA3","CDCA3_T70",-2.65733718666667
"CDCA3","CDCA3_S68",-2.65172259333334
"CDC42EP1","CDC42EP1_S183",3.24996694
"CTNND1","CTNND1_T906",-3.58841323666667
"COG1","COG1_S7",-2.58801397
"ABLIM1","ABLIM1_Y638",-3.35558382333333
"RANBP1","RANBP1_S60",2.50662803666667
"TCOF1","TCOF1_T249",-3.29161580000001
"PRRC2A","PRRC2A_T517",-2.77564398333334
"KLC1","KLC1_S460",-2.27173869
"CEP170B","CEP170B_Y225",4.25311851333334
"ATXN2L","ATXN2L_S306",-3.54283587333334
"DUSP16","DUSP16_S501",-2.68297735666666
"GRB10","GRB10_S104",-2.51597277333334
"VAC14","VAC14_T508",-3.51751454833334
"CHAMP1","CHAMP1_S379",-2.39498202333333
"SARG","SARG_S453",-4.32222875
"VAC14","VAC14_T511",-3.53866942666667
"KLF10","KLF10_S206",-2.54894638
"TOMM22","TOMM22_S15",2.72263781
"CEP170","CEP170_S239",5.27315521333333
"SPICE1","SPICE1_T45",-2.24557813
"MICALL1","MICALL1_S295",-3.83742364333333
"FNDC3B","FNDC3B_S208",-3.17648761
"ADD3","ADD3_S64",-2.59733645333333
"MTOR","MTOR_T1262",3.90466403666667
"CHAMP1","CHAMP1_S378",-2.36091518666666
"PKM","PKM_T129",4.93096701333334
"KIAA1109","KIAA1109_S4120",-2.23317877333334
"GPAT3","GPAT3_S68",2.62419192
"SOX13","SOX13_S310",-2.821626345
"MB21D2","MB21D2_S436",3.77090326999999
"POLR1G","POLR1G_S285",-2.70653947
"FOXO1","FOXO1_T24",-2.36354573666666
"CEP170B","CEP170B_S224",4.23843129666667
"DPH7","DPH7_S353",3.29503440666667
"LARP6","LARP6_S409",-2.08378537333333
"SPAG9","SPAG9_S593",2.15312004
"ZNF318","ZNF318_T161",-2.25721518333333
"PRKAA1","PRKAA1_S356",-3.69872125
"RNF214","RNF214_S27",2.76773070999999
"TBC1D22A","TBC1D22A_S145",5.87937895666667
"SOX13","SOX13_T307",-2.75520928500001
"SREK1IP1","SREK1IP1_S153",-3.17408752666667
"SON","SON_S1570",-2.48680369
"SON","SON_T1572",-2.48676936
"MET","MET_T977",-4.15144030333333
"GPBP1L1","GPBP1L1_S274",-3.74555111333334
"SH3BP1","SH3BP1_T626",-3.60357856666667
"ARHGAP32","ARHGAP32_S591",3.3745931
"KIAA1522","KIAA1522_T593",-3.01145903
"SPRY1","SPRY1_S50",-3.92808262500001
"ELL","ELL_T180",2.71092064666667
"USP10","USP10_T100",-3.35845231833334
"AP3B1","AP3B1_T661",-3.31309047833334
"EIF4G1","EIF4G1_T647",-3.00141048
"RBM14","RBM14_S254",2.17794482
"RAB11FIP1","RAB11FIP1_S545",-2.23708597666667
"GPHN","GPHN_T286",-3.27915414333333
"LYSMD1","LYSMD1_S23",2.27537695666667
"RPAP3","RPAP3_S481",2.44643847333333
"MKNK2","MKNK2_S452",-3.06541983
"DPH7","DPH7_S355",3.28305340000001
"CHMP4A","CHMP4A_S196",5.52708371666667
"RFX7","RFX7_S1081",-2.26771259333333
"NOP2","NOP2_S734",-2.72425269666667
"KIFAP3","KIFAP3_S60",2.41752560666666
"RBM7","RBM7_S136",2.42723338
"CIZ1","CIZ1_S587",-2.18968328
"DOCK6","DOCK6_S1308",2.67103640333333
"ODAD4","ODAD4_S624",3.94806257333333
"FIP1L1","FIP1L1_S259",-2.43049430666666
"SNX17","SNX17_T425",-2.09603055333333
"RBM15B","RBM15B_S552",-3.02090835666667
"NOP2","NOP2_S732",-2.69689369333333
"PACS2","PACS2_S416",2.33720111666666
"BAG4","BAG4_S7",-2.86826960500001
"LPP","LPP_S11",-4.99414396333334
"CIZ1","CIZ1_T585",-2.14774195
"CHAF1B","CHAF1B_T503",-3.30530866
"PRC1","PRC1_S513",-4.52747837833333
"SEC16A","SEC16A_S136",-2.62161795333333
"PROSER2","PROSER2_T45",2.98141702333333
"ARHGAP32","ARHGAP32_S592",3.33090782
"ZDHHC23","ZDHHC23_S206",3.78619162500001
"KIF26A","KIF26A_S1231",-2.6657877
"DOCK6","DOCK6_T1310",2.72437604333333
"COIL","COIL_S305",-4.13998921666667
"FOXM1","FOXM1_S613",-2.43207264
"DBNL","DBNL_S283",-2.82669194666667
"C17orf100","C17orf100_S54",-2.40061219333333
"ATP11B","ATP11B_S1154",3.17484601333333
"SUN1","SUN1_S48",-3.59219582666667
"PKP3","PKP3_S238",-2.64879735
"KIAA1109","KIAA1109_S4124",-2.16105175
"AGAP1","AGAP1_S422",-2.97561422833334
"TNS1","TNS1_T1107",-2.41319847666667
"CIZ1","CIZ1_T583",-2.14873791
"LAD1","LAD1_T304",-2.80006154666667
"KRT6A","KRT6A_S176",3.15654373
"ZCCHC7","ZCCHC7_S482",-3.34567180833334
"PCSK2","PCSK2_T488",-2.92606544
"PKP3","PKP3_S240",-2.63220087333334
"CIZ1","CIZ1_T579",-2.11729240333334
"POLD3","POLD3_T277",-3.98107846333333
"BRME1","BRME1_S77",-3.85756699
"SSH1","SSH1_S576",-3.14327144666667
"TANC2","TANC2_S1517",-2.21707725666667
"CAD","CAD_S1859",-2.46458308
"MAP1S","MAP1S_S547",2.31856759333333
"UBAP2","UBAP2_S473",-2.49189981
"ABL2","ABL2_T938",-2.31161022333333
"UBAP2","UBAP2_T476",-2.48828124666667
"SCAF1","SCAF1_S874",-2.80729929666667
"UBE3A","UBE3A_S218",2.91457080666667
"ABCE1","ABCE1_S328",4.75111246
"NUP153","NUP153_T388",-1.97800191333333
"EMD","EMD_S62",5.91296895333333
"MELK","MELK_S529",-2.5125618
"PRRC2A","PRRC2A_S516",-2.46928883
"AKAP11","AKAP11_T1485",3.30169519
"NUMA1","NUMA1_S395",3.12310600666666
"PPFIA3","PPFIA3_S1164",-2.19286442
"CEP131","CEP131_S150",-2.30381107333333
"MAP7D1","MAP7D1_S313",2.07859420666667
"WASHC2C","WASHC2C_T479",2.63904444333333
"FYTTD1","FYTTD1_T14",-2.45896911666667
"FYTTD1","FYTTD1_S16",-2.4589653
"GOLGB1","GOLGB1_S3010",2.77801434000001
"FYTTD1","FYTTD1_S15",-2.45908610333333
"ABL2","ABL2_S936",-2.29832681
"SASH1","SASH1_S407",2.29678090333334
"UBAP1","UBAP1_T290",3.54500834333333
"RBL2","RBL2_T661",-2.20684687333333
"NBN","NBN_S347",2.43816375666666
"XIAP","XIAP_T359",-3.06138007
"RBBP6","RBBP6_S516",-2.67315196666667
"ZDHHC5","ZDHHC5_S621",-2.39944680333333
"TNS1","TNS1_S621",3.07429854333333
"HSPB1","HSPB1_S15",2.11561775
"TSC2","TSC2_S1449",-2.28068160666666
"TSC2","TSC2_S1447",-2.28068161333333
"TSC2","TSC2_S1448",-2.28067271333333
"MACROH2A1","MACROH2A1_T129",-2.93111992
"BIN1","BIN1_T323",-2.818888345
"TGOLN2","TGOLN2_S298",-2.25861613
"MROH6","MROH6_S700",-3.42528534
"WDR44","WDR44_S262",3.10746352
"ZFHX3","ZFHX3_S1202",-2.18297036666666
"UBAP1","UBAP1_S289",3.56797631333334
"NBN","NBN_S343",2.48411877666667
"TNS1","TNS1_S1381",-3.05205027333333
"ESRP1","ESRP1_S236",5.23860772666667
"AKAP1","AKAP1_S592",5.33499240333333
"STAM","STAM_S156",-2.54253546333333
"EIF5","EIF5_S10",2.77497895666667
"PIK3R4","PIK3R4_S895",3.49681091666667
"PNPLA2","PNPLA2_S428",2.77786128
"ASF1A","ASF1A_S165",2.23216819333334
"FAF1","FAF1_S582",2.26794497333333
"PPP1R12C","PPP1R12C_S427",2.26860618333333
"HNRNPH1","HNRNPH1_S123",3.93318907333333
"RBL2","RBL2_S662",-2.23703289
"BRD8","BRD8_S621",2.22570323333333
"DLX6","DLX6_S130",-1.83242289
"DVL2","DVL2_T715",2.19605509333333
"BRME1","BRME1_T75",-3.66249784
"EPS8L2","EPS8L2_T303",3.75669320333333
"SNTB1","SNTB1_S87",-2.28910509666667
"PTPN13","PTPN13_S2032",-2.87318897333333
"STMN1","STMN1_S46",2.20430056333334
"PHF5A","PHF5A_S93",2.22598266666667
"C19orf47","C19orf47_S306",-2.649342695
"TMX1","TMX1_S228",4.52638562333334
"ADCY3","ADCY3_S525",-2.69747893
"KIF23","KIF23_T450",-4.92061122166668
"GRHL2","GRHL2_T500",-2.17086156666667
"WIZ","WIZ_S1106",-3.01349289666667
"VAT1","VAT1_S17",-3.14111407666667
"HNRNPH1","HNRNPH1_S23",5.98149728666668
"SPAG9","SPAG9_S238",-2.17906506666667
"ILF3","ILF3_S812",-2.65782483666667
"DNPEP","DNPEP_T203",2.79972903
"TANC1","TANC1_S1663",-3.77226432166667
"ARHGAP35","ARHGAP35_S769",3.48334599
"MACO1","MACO1_S332",-3.43218485666667
"ABLIM1","ABLIM1_T467",-3.48151556666667
"MAST4","MAST4_S2523",3.52986526333333
"ANKHD1","ANKHD1_S1540",-2.00811418
"TNKS1BP1","TNKS1BP1_S1103",-2.41502476333333
"ATP2A2","ATP2A2_S663",2.12631670666667
"MICALL2","MICALL2_S153",-2.04341729333333
"POGZ","POGZ_S445",-3.04508940666667
"SRRM2","SRRM2_T2367",-2.48581918
"ADAM22","ADAM22_S857",-2.24440415666666
"SYNJ2","SYNJ2_S1097",1.91427484666667
"KIF23","KIF23_T735",-2.06963698
"TASOR2","TASOR2_S340",-3.67618179333333
"CLCC1","CLCC1_T506",-2.10439841
"POGZ","POGZ_T448",-3.04223855333333
"TANK","TANK_S129",-2.19225343
"HID1","HID1_S640",3.84679571666667
"SARG","SARG_S519",-2.12453905333333
"EXOC7","EXOC7_S250",-2.03016853333333
"MAP3K11","MAP3K11_S524",-2.13256803666667
"ARHGEF5","ARHGEF5_T664",-1.90555985666667
"ANKHD1","ANKHD1_T1538",-1.97917906333333
"CLCC1","CLCC1_S509",-2.08593527666667
"HJURP","HJURP_S412",-4.60258960666667
"LAD1","LAD1_S301",-3.08758227333334
"SLC12A4","SLC12A4_S88",4.10526609333334
"SRSF6","SRSF6_S119",2.03450139333333
"KIAA1671","KIAA1671_Y1308",-1.94241968666666
"RPS18","RPS18_S2",2.63021215
"SNAP29","SNAP29_S163",4.44321505333334
"EXOC7","EXOC7_Y249",-1.98279825666667
"PTTG1","PTTG1_S165",-2.00202751
"NUP153","NUP153_S529",-2.49141152666667
"SRPRA","SRPRA_S298",3.69309393666667
"TRIM56","TRIM56_T442",-2.45220311666666
"SUGT1","SUGT1_S280",-2.06019592333334
"NUP214","NUP214_S1354",5.00038735166667
"FUBP1","FUBP1_S140",2.21395556333334
"CD2AP","CD2AP_S550",-2.9540391
"PLCB3","PLCB3_T924",-2.29084809666666
"SASH1","SASH1_S718",-2.43194198666667
"KIF23","KIF23_T738",-2.13525803666667
"ZNF318","ZNF318_T842",-3.07174619333333
"SASH1","SASH1_S721",-2.44176928
"PWWP2B","PWWP2B_S453",-2.20711453666667
"TBKBP1","TBKBP1_S365",-3.12558015000001
"TMEM185B","TMEM185B_T331",-2.08904489
"TC2N","TC2N_S168",-2.03003819333333
"SOX13","SOX13_S386",-2.28847662666667
"PLCB3","PLCB3_T925",-2.19475523333333
"SLBP","SLBP_S182",-3.36590528666667
"SRRM2","SRRM2_S2368",-2.02759743
"ARHGEF26","ARHGEF26_S80",-2.53789806
"GGA3","GGA3_S431",3.33476416333333
"SOX13","SOX13_S385",-2.27477677666667
"STIM1","STIM1_S257",3.20786985000001
"LEMD2","LEMD2_S166",-3.50502141500001
"SUGT1","SUGT1_S281",-2.09301630666667
"FRMD3","FRMD3_S414",-1.90949439333334
"CENPC","CENPC_T69",-2.67205079666667
"MAP4","MAP4_S636",-2.63792483
"RBM14","RBM14_S256",2.17002042333334
"PPFIA3","PPFIA3_S683",-1.88104565666667
"MTOR","MTOR_S1261",3.70275243
"RECQL5","RECQL5_S720",-2.34642696666667
"ITGB1","ITGB1_Y783",-4.95411936333334
"NFKB2","NFKB2_S22",-2.8898557
"NSRP1","NSRP1_T275",-1.98261769666667
"CDC25C","CDC25C_T172",-1.72141933666667
"KRT8","KRT8_S291",2.91311487
"FBXO46","FBXO46_S293",-3.03434085666667
"DEPDC5","DEPDC5_S497",2.55742327333333
"EIF4G1","EIF4G1_S1231",-2.31143760333334
"GPBP1","GPBP1_S49",-3.15869363666667
"CENPC","CENPC_S73",-2.65870889
"ARHGEF19","ARHGEF19_S336",-2.71936638333334
"GPRIN1","GPRIN1_S229",-2.51326179
"CARMIL1","CARMIL1_S967",-1.82607777666667
"CARMIL1","CARMIL1_S968",-1.82548841
"PALM3","PALM3_S303",-1.81334496
"ERBIN","ERBIN_Y1104",-4.70471731333334
"ANKLE2","ANKLE2_S259",-2.64521217333334
"TMPO","TMPO_T671",-2.44740136333334
"ANKRD40","ANKRD40_T199",-2.60991668666667
"PPP1R37","PPP1R37_S56",2.30117861333333
"DSP","DSP_S2526",2.67235692666667
"SCEL","SCEL_S389",1.84636402333333
"TCF3","TCF3_S381",-1.91878827
"CRYBG3","CRYBG3_S395",-3.54139868
"TNKS1BP1","TNKS1BP1_S437",-2.22952683666667
"TCF3","TCF3_S379",-1.91768487
"SLC6A6","SLC6A6_S21",-2.72813924
"CDC25C","CDC25C_S168",-1.67868582666667
"KIAA1671","KIAA1671_S1312",-1.91985257333333
"EVI5","EVI5_S689",2.81320508333333
"ERBIN","ERBIN_S1106",-4.70188840333334
"SREK1IP1","SREK1IP1_S144",-2.77998956333333
"EPS15","EPS15_S324",2.05142085
"NKD2","NKD2_S264",-3.41233730000001
"NCOR2","NCOR2_S1261",-2.28795432666667
"MAP3K11","MAP3K11_S507",-1.93299675333334
"RNF216","RNF216_S419",-1.90513737666667
"RRAS2","RRAS2_S186",-2.04213523666667
"TMEM185B","TMEM185B_S333",-2.13046264333334
"FRMD3","FRMD3_S416",-1.85833486
"EYA3","EYA3_T269",-2.30673281
"PPP1R37","PPP1R37_S50",2.30751355666667
"WASHC2C","WASHC2C_S478",2.64363892666667
"ZNF106","ZNF106_T443",-2.42790826
"SLC7A6","SLC7A6_Y13",4.43432935333333
"AFDN","AFDN_S1510",-2.36201635666667
"CAMSAP1","CAMSAP1_S1232",2.15863768666667
"LMO7","LMO7_S926",-1.89986006
"AHNAK","AHNAK_S5110",-1.93646557999999
"TNKS1BP1","TNKS1BP1_S1138",-1.92836316333333
"AMFR","AMFR_S542",-2.08110014666667
"SOGA1","SOGA1_S1017",-1.83677545999999
"CENPC","CENPC_S333",-2.05725002333334
"OPTN","OPTN_S7",3.46366675333334
"TARBP2","TARBP2_S283",3.57388464666667
"ANKRD27","ANKRD27_S962",2.73025481333333
"GATAD2A","GATAD2A_T189",-2.04540411666667
"RRAS2","RRAS2_T190",-2.03035481666667
"LARP4B","LARP4B_S664",-2.29153950666667
"SAV1","SAV1_T26",-2.62859662333333
"MAST2","MAST2_T1036",-2.05918853
"NCOR2","NCOR2_S1259",-2.28366693
"GAPVD1","GAPVD1_S903",2.28223864666666
"IRF2BP1","IRF2BP1_S66",-1.92067082333334
"SLC7A6","SLC7A6_S20",4.67353471333334
"HJURP","HJURP_S448",-3.69594510166667
"LIG3","LIG3_S210",-2.19784164666666
"CLCC1","CLCC1_S532",-2.33384307333334
"VCL","VCL_S275",2.29129187666667
"DYNC1LI2","DYNC1LI2_S405",-3.43399175000001
"MYO18A","MYO18A_S72",2.85151767333333
"TACC3","TACC3_S250",-2.02552541
"MBD2","MBD2_S181",-1.94415474
"FZD6","FZD6_S685",2.27114073666667
"FAM171A1","FAM171A1_S525",-2.90734100666667
"FARP2","FARP2_S389",2.95910072666667
"LIG3","LIG3_T209",-2.19222959
"EXPH5","EXPH5_S341",-2.34136422666666
"DIP2B","DIP2B_T71",-2.76184511
"TMEM51","TMEM51_S182",-2.05437406
"PLEKHA2","PLEKHA2_S349",2.98007583666666
"AFDN","AFDN_S1512",-2.48320071000001
"AKT1S1","AKT1S1_T246",-2.35867691000001
"PRC1","PRC1_T481",-3.07377847
"USP5","USP5_T623",2.42858442
"GAPVD1","GAPVD1_S902",2.25757281
"FZD6","FZD6_S683",2.25562255
"PRKAA1","PRKAA1_T355",-3.56357177333333
"SLC12A2","SLC12A2_S242",4.51376406333334
"FLNB","FLNB_S2478",2.36724535333333
"BIRC6","BIRC6_S590",2.10577933
"FASN","FASN_S1183",4.92448393
"SGO1","SGO1_S256",-3.32304509333333
"RIPK2","RIPK2_S529",4.27671559333334
"MARK2","MARK2_S390",-2.96589343
"NOP53","NOP53_S29",-2.09723472666666
"TNKS1BP1","TNKS1BP1_S1654",-3.16175270333333
"PSMD1","PSMD1_T273",2.03678703666667
"USP36","USP36_S582",-2.38228353
"SAV1","SAV1_S27",-2.63466104
"ANKRD12","ANKRD12_S149",-2.01601473333333
"PACRGL","PACRGL_S47",-1.87569809
"PLEKHA6","PLEKHA6_S336",-2.90480931666666
"FCHSD2","FCHSD2_S674",-2.70741462666667
"EHMT2","EHMT2_S246",-2.28631559666666
"RAP1GAP","RAP1GAP_S484",-3.00065485666667
"UNC13B","UNC13B_S366",-3.46363401500001
"CCNL2","CCNL2_S330",-2.02407837
"FAM171A1","FAM171A1_S524",-2.66360870833333
"MGA","MGA_S1457",-3.47532049666667
"NHSL1","NHSL1_S1181",-2.86283715666667
"SUMO2","SUMO2_S28",1.93516063666667
"UBTD1","UBTD1_S164",-2.81280041
"MAP3K1","MAP3K1_S1018",-1.92480659333333
"CHMP4C","CHMP4C_S192",2.13086319
"MAP4K3","MAP4K3_S329",-2.56669521333333
"DST","DST_S3968",1.89910221
"ARHGEF16","ARHGEF16_S174",-1.73732058
"SNX17","SNX17_T334",-1.96122869
"BAZ2A","BAZ2A_T548",-2.31408659833334
"ITPRID2","ITPRID2_S752",2.16484769
"PACRGL","PACRGL_S46",-1.87587006666667
"VAT1","VAT1_S18",-2.83752441
"HJURP","HJURP_S642",-2.61868159
"UBTD1","UBTD1_S166",-2.80642906833334
"C6orf132","C6orf132_T661",-3.490400475
"AHNAK2","AHNAK2_T228",-2.36344369333333
"KIF20B","KIF20B_S1740",-5.27564335
"SNX17","SNX17_S333",-1.93977737333333
"SNX17","SNX17_S336",-1.93977610666667
"SNX17","SNX17_S331",-1.93975321333333
"ITSN1","ITSN1_S970",2.54589685
"HBS1L","HBS1L_S69",-3.6841348
"PRAG1","PRAG1_S826",2.17564614666667
